sample_id,source_stage,original_image_name,original_split,final_image_name,final_split,has_target,target_color,target_type,background_type,negative_type,bbox_x,bbox_y,bbox_w,bbox_h,bbox_px_size,rotation_deg,perspective_level,blur_type,blur_level,motion_blur_length,motion_blur_angle,lighting_type,lighting_level,shadow_level,glare_level,exposure_level,color_shift_level,notes,image_hash,label_hash
stage4_004825,stage4,stage4v2_006283.jpg,train,stage4_004825.jpg,train,1,blue,square,soil,none,341,274,241,239,241,13.279,0.02966,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=large;augmentation=sunny,d04000dbe97c54e6c7a228a997a56a7da207468c9627000e5d67340c611ca410,4a52ebac5770b9d76cd6c3da78ed790aefa1674efeb644ad77fa38db34550c39
stage2_006569,stage2,stage2v2_007904.jpg,train,stage2_006569.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,a0d5f53b9280b108f21758690006c434fa7c2139d2ff095f0e0ef1a0ee07cedc,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_006570,stage2,stage2v2_000098.jpg,train,stage2_006570.jpg,train,1,blue,square,field_mixed,none,316,340,223,220,223,-21.322,0.01640,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,7accbc59357f6ecdd35d57091d0ba66d26b2be9c6f90286366614f36f91f8d3a,d89ee8eb8f1e2e993ccc9042d19df6c2c2945fc79e024f4a76b7f2a6fc2d94ce
stage2_006571,stage2,stage2v2_005882.jpg,train,stage2_006571.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=mild_noise,070f5ca1fca65b7cd6c99cd07c2e2137c99d7fd9c213abc4ec02d8fa049fe5aa,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage3_004094,stage3,stage3v2_006282.jpg,train,stage3_004094.jpg,val,1,red,square,field_mixed,none,436,27,141,140,141,-11.388,0.01264,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,3b08c70125776f16204764a341efa745c88a5684e1198cc6f3c42ad6c61aa773,1a3e8640750f3c150e4f86b266747f3f6245805a9551ae763ee9e99e3869c288
stage2_006572,stage2,stage2v2_007913.jpg,train,stage2_006572.jpg,train,1,red,square,field_mixed,none,158,103,144,146,146,-1.200,0.01658,none,none,0,0,none,mild,none,none,none,none,size_bucket=large;augmentation=mild_light,f945ffea1415bbbe6384f8ed495494640b4d8fb89a546e6c635879fc6edb7603,66012502808c70d0c1cd93d565accc442d0da121b51aeaf6364f909e8831d38a
stage3_004095,stage3,stage3v2_008622.jpg,train,stage3_004095.jpg,train,1,blue,square,soil,none,329,229,189,192,192,-19.945,0.03017,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,0fcacfbfe0f057b50221a0c3e268d6f15ada0a14ffc8d1c4a334033091c29fd2,0431c832d351954adb4fe00d720eda3cd254183b07a1352c2911f0ff4264364c
stage3_004096,stage3,stage3v2_004300.jpg,train,stage3_004096.jpg,train,0,none,negative,field_mixed,colored_cloth,0,0,0,0,0,0.000,0.00000,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=none;augmentation=clean;negative=colored_cloth,72b21943a6e2784954292899bbb0f157a52aeda4915fee429f6f668e7dc4fff3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_006573,stage2,stage2v2_014119.jpg,val,stage2_006573.jpg,test,1,red,square,field_mixed,none,485,300,92,90,92,5.000,0.02421,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,2c2601dc65d94ce055a13a42c3d007ce3cb935a85b2b8c102fd104f2322f9c82,0aa6bd36676284a5a45926695bc3bab073d2aff736ca59f53ef2417358903986
stage3_004097,stage3,stage3v2_007760.jpg,train,stage3_004097.jpg,train,1,red,square,field_mixed,none,419,441,88,89,89,-13.303,0.03042,motion,light,7,175.419,none,normal,none,none,none,none,size_bucket=medium;augmentation=light_motion,ef627dd0684ae9b70b399100360b5934444dcca0477f15d5242defe10df8bf29,2b50a592793bbfb0337decc03897c16dcd9dc66dddfb5abc75e1884e1bc7097a
stage3_004098,stage3,stage3v2_007730.jpg,train,stage3_004098.jpg,train,1,red,square,grass,none,409,166,89,91,91,6.638,0.01502,motion,medium,5,56.431,none,normal,none,none,none,none,size_bucket=medium;augmentation=medium_motion,79aea575dfff844ca81525fe69b772b17e94c86df0b3352e1a18db9f2d43a3f7,e81d46f10d89fe1758da1db281a7e7dc9ae4bb0fb735ca7c8bfd585fa2c6c599
stage4_004826,stage4,stage4v2_004618.jpg,train,stage4_004826.jpg,train,1,red,square,field_mixed,none,304,387,92,92,92,-14.213,0.00023,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=medium;augmentation=shadow,deb7f04ee5a2d06d08b4608767571391d74a87ee6a8426f00e201a0d9c57a6c8,3723197231517f3e7906907c63b61eef9584b4236d54c68b527c6a45a9623b80
stage2_006574,stage2,stage2v2_004821.jpg,train,stage2_006574.jpg,test,0,none,background,dry_grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,96476cb23d470a86c72c843b2565e371671197989a570708d074cf83431d9b8c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004827,stage4,stage4v2_008423.jpg,test,stage4_004827.jpg,train,1,red,square,grass,none,446,55,66,66,66,-1.456,0.01999,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,8ed9783170d89549bd1dfe501f4b6dafe74ef25857f817ebfb7b7c2424835403,ae49e46d9541a1b7a04ccd224a053926948bf4e012883cb13cd950c430f285dc
stage4_004828,stage4,stage4v2_004245.jpg,train,stage4_004828.jpg,train,1,red,square,soil,none,262,287,186,186,186,-12.386,0.00171,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=large;augmentation=shadow,971c9db5655a4046c5a08ea810e8bbba6ecdf9a97adbd5e8dce56a081aaa1b65,844928f5408ab1f9f0f8e72b7ef0a05b7595ba9a7d67e74943c0fe3a9d19a824
stage1_001562,stage1,stage1_003987.jpg,train,stage1_001562.jpg,test,1,blue,square,plain_white,none,144,96,162,162,162,-3.108,0.00006,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,15565bc400f191e6a476ae6045cee17a1933ebc265ec7e2bf47846d945eb1971,2d7f390c69f4c73be394d33171f5746a4b7d113436e85ae3dae9a45f3c5a3e0e
stage3_004099,stage3,stage3v2_007514.jpg,train,stage3_004099.jpg,train,1,blue,square,field_mixed,none,231,81,46,46,46,3.678,0.00744,motion,light,5,58.154,none,normal,none,none,none,none,size_bucket=very_small;augmentation=light_motion,0e0d22d09d202df1165fa11f0f7262388535ae2ea90617f3412c711f9c8252f0,45ef67c8fcd7b10fa933bbe5cb4d30a24951052506e064f8093c64d6fa32dcdf
stage3_004100,stage3,stage3v2_003648.jpg,train,stage3_004100.jpg,train,1,blue,square,grass,none,143,339,247,248,248,-1.142,0.00435,motion,light,9,176.482,none,normal,none,none,none,none,size_bucket=large;augmentation=light_motion,3b9794404aeb3aa2f71dced514bf1a51adf1b3513b4cc5fc809848efae9353bc,7eeb30a26fdb926dc5573112406865c43b057a3e2f8e8622667614f28ca4a94a
stage3_004101,stage3,stage3v2_001947.jpg,train,stage3_004101.jpg,train,1,blue,square,grass,none,55,476,84,84,84,9.577,0.00346,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,cf32fa68ad99c5a49479bf1c39f57bf60a66bc52e3f0842f07e26a8f29aafefa,ae1a4faf9cf20fe6de9d6ea913119a4264429c33c84e088aa38dd7e9eeb231c0
stage2_006575,stage2,stage2v2_000056.jpg,train,stage2_006575.jpg,train,1,blue,square,field_mixed,none,147,166,112,112,112,5.144,0.00139,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,93b94b531393b38bbb9bd00c59c055e4b02fbf384fb4cc86d25eeb877d7759bb,1380783323eec50c7fe220449d82e7d8c1ab5ed2c8e87c670116dea17b53c532
stage4_004829,stage4,stage4v2_011419.jpg,train,stage4_004829.jpg,test,1,red,square,field_mixed,none,450,294,118,119,119,-10.665,0.02596,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,fb7b51b6b05a48f9763f40f0e954bc5aa57248e3ef35b912370474bb2f76b99a,c22e17489e3081b8f04a52f963e4f93884dd8369f83ba3d264feab44dbf3689b
stage4_004830,stage4,stage4v2_006144.jpg,train,stage4_004830.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=none;augmentation=clean,94452a54fa935abed0a900ba61314d4c641ebc53f56b357c45cee655b0a3a17e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_006576,stage2,stage2v2_012064.jpg,train,stage2_006576.jpg,train,1,blue,square,grass,none,77,17,228,223,228,24.826,0.02867,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,2a3d4de27b7f0388edc6238a864e792c29b3b938eb8eb9259f3fa2d960448e66,f95151cfbf711dc142263e841ae9925cbfc8931966a56d11f362017bfa98682c
stage2_006577,stage2,stage2v2_008560.jpg,train,stage2_006577.jpg,train,1,red,square,field_mixed,none,481,18,82,81,82,-14.638,0.02980,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,319bd83df9c741008cad629cbf32811a7df404dad37d9cfe895cc82f70de2b99,d29262c1a0578ea2d0f33d2308de01285247cbadbd91e58ac7ab40b4c2cb4475
stage4_004831,stage4,stage4v2_003371.jpg,train,stage4_004831.jpg,train,1,blue,square,grass,none,102,209,250,252,252,2.647,0.01119,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,ec0574cf1c2e4382819474486512840a3dd6f208106565b8d5a9b8fd1fcfb72a,4d736a4b547be1ba03ff98ced5f5ab5d02c75d4078dc72fc1f7c3bb21232d935
stage2_006578,stage2,stage2v2_015346.jpg,test,stage2_006578.jpg,train,1,red,square,field_mixed,none,45,57,104,104,104,-17.267,0.00757,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,c8ac2773bde4594659d82e26b1a5e66d7a169e01832cd7e22ae6ddadb4280cb0,85db64bc124c1be0837fdea99ef480f7d64f02c892bc9a6e64583fb8e798bff1
stage2_006579,stage2,stage2v2_004620.jpg,train,stage2_006579.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,33aa209ffb1203437358e7de01b84eb9d59dac248bf7617ce8f194ea2ece4acb,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004832,stage4,stage4v2_003525.jpg,train,stage4_004832.jpg,train,0,none,negative,grass,white_ground_mark,0,0,0,0,0,0.000,0.00000,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=none;augmentation=shadow;negative=white_ground_mark,920ebecf546be144f6157dd1c8943879c3bf752bb02ef20fd88215c733d60f08,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004833,stage4,stage4v2_003485.jpg,val,stage4_004833.jpg,train,1,red,square,grass,none,97,385,151,154,154,1.163,0.01970,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,5bc4c5987fcc8266165dd8efea250d126ea4fc3b595a3ba2d953831ce1a2cb46,ea76a3a392b88f124e17f82f6cd95e5799afb353e7aa64fd247920ac34ffaaed
stage4_004834,stage4,stage4v2_001293.jpg,val,stage4_004834.jpg,test,1,blue,square,field_mixed,none,108,203,220,221,221,-6.552,0.01202,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=large;augmentation=shadow,2298161a986771b165d86a22948cb6d2dc7b772b70a0fe2fd2d1b1921599fbaa,1670044e404d3b5590a8f45ed101682914ec48b5d3670e0df56905baa062a698
stage3_004102,stage3,stage3v2_004646.jpg,train,stage3_004102.jpg,train,1,red,square,field_mixed,none,292,117,192,190,192,11.137,0.00723,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,e1eb084a864a0a914bc8c4a8dd9783fa125b8ad3f2d0cf2d2cea86ac77309588,e81354c5925658c434faafbd681436b63ac61ba9a97ae48a3c4ac42511839a6e
stage4_004835,stage4,stage4v2_009894.jpg,train,stage4_004835.jpg,test,1,blue,square,dry_grass,none,488,361,137,141,141,-10.499,0.01698,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,16229812f8a67df725f22d62a3d5f43844d9a32034f045ddef0438b0ec9fdcde,3af268fba20845be9c76ee4a52ce0782025953d36b535ead3eda3b666165a1ed
stage4_004836,stage4,stage4v2_008413.jpg,train,stage4_004836.jpg,train,0,none,negative,field_mixed,blue_tarp_strip,0,0,0,0,0,0.000,0.00000,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=none;augmentation=shadow;negative=blue_tarp_strip,c303d8b0592b2dc3d8e13bea833033ae9206e3a794ac7329b74e2e4eeebc326f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004837,stage4,stage4v2_001009.jpg,train,stage4_004837.jpg,train,0,none,negative,field_mixed,round_object,0,0,0,0,0,0.000,0.00000,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=none;augmentation=clean;negative=round_object,6fa6a709badb8880111d4348a1da71d9c84e462a31da62d727db2a7989a1e2eb,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004838,stage4,stage4v2_001365.jpg,train,stage4_004838.jpg,test,1,red,square,grass,none,375,350,181,183,183,15.463,0.01734,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=large;augmentation=shadow,606299c30f654823a85190d74969ec5adcb8e491b94fcb6cb7852502fbe8ece4,aac8bc0004f8730524f41ed4ff653b63b711f8109f08a30187c612f6223d69ce
stage3_004103,stage3,stage3v2_003651.jpg,train,stage3_004103.jpg,train,0,none,negative,field_mixed,blue_tarp_strip,0,0,0,0,0,0.000,0.00000,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=none;augmentation=clean;negative=blue_tarp_strip,9a29e6e3d865ec2b19e42c60079189875f09e6291ef88b7ff4a0f8270c02e408,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage3_004104,stage3,stage3v2_005693.jpg,train,stage3_004104.jpg,train,1,blue,square,field_mixed,none,458,393,80,80,80,17.526,0.00651,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,3632bf1e7242acd72e16f143d728f1bc84be696478dab53c52acc6f54a8c0474,576f0f6e70cf997e39c55a1d49d1fd6c9de8f2dbf990b26a800ccf323209a10b
stage2_006580,stage2,stage2v2_011302.jpg,test,stage2_006580.jpg,val,1,blue,square,field_mixed,none,369,244,76,76,76,0.184,0.00029,none,none,0,0,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,05e44a5e2c1db1d023f5ce7d0d063716229e4979f037c8f96b191cd6ca581a91,b2e13d97e4942d8a40487b1395776a989887815a98a85b679afcdb398533c33c
stage4_004839,stage4,stage4v2_010352.jpg,train,stage4_004839.jpg,train,1,red,square,field_mixed,none,80,250,107,106,107,2.011,0.01169,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=medium;augmentation=partial_glare,d3e4d7a1b78e519014aed92ec871df362676fe20f662df69e3aae30783317af8,58a6d5745b9164f4d60f9b5a27e2e5e80a998e9bd456e6d029c02210b5a27177
stage2_006581,stage2,stage2v2_010590.jpg,train,stage2_006581.jpg,train,1,red,square,field_mixed,none,381,217,190,189,190,10.231,0.00264,none,none,0,0,none,mild,none,none,none,none,size_bucket=large;augmentation=mild_light,08da008dd45617d44137fff7b114471c4b9ae3c8613be512948749f13cd4d7fd,90a5ea15d24719bec97dc3052f9b24c46254ba7143380ed0d9ecfcaaf0f16cfe
stage2_006582,stage2,stage2v2_003867.jpg,train,stage2_006582.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,911b15c7efc99ce153a2f738fc97bc551b034d0a40873d0253ae520ad9b80adc,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_006583,stage2,stage2v2_013988.jpg,train,stage2_006583.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=mild_noise,2bd585b72f3cf023df0d508d706e8cc0212ffdb54642e00744c3220091dde93e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_006584,stage2,stage2v2_005299.jpg,train,stage2_006584.jpg,train,1,red,square,grass,none,387,360,93,93,93,11.319,0.00858,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,3e6fa01f39a1451f38811f5fc5b17dc25a83739251929e0317d4020a5793c555,956b7f17acae4d42a0e836506134d4d871791a6251359c8a927ebdff5df6ee4e
stage4_004840,stage4,stage4v2_011998.jpg,train,stage4_004840.jpg,train,1,blue,square,field_mixed,none,333,345,179,175,179,-15.896,0.02622,none,none,0,0,sunny,medium,none,none,mild_over,light,size_bucket=medium;augmentation=sunny,ad8f11a05fa4fe48e2caca9969386508065e954c5e69e4560df3c05260cfaea2,248e9c3d586214969dc16ef378a94c370d907d8274eb58f2956c7db64bcb9865
stage2_006585,stage2,stage2v2_007732.jpg,train,stage2_006585.jpg,train,1,blue,square,dry_grass,none,347,137,193,194,194,5.307,0.01289,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,182db0f45f31841ddc10c75229256898b024126df380a73f5a04a7443484ae06,c56a265d3d16f922b3320fccab33aeafa42d841ceb8dfb035c5836d727716a65
stage2_006586,stage2,stage2v2_013959.jpg,train,stage2_006586.jpg,train,0,none,background,dry_grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,e2820184b5d47ce87a87262050019f7a354dcc45096e1dca0a35dee8443b5bf3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004841,stage4,stage4v2_006395.jpg,train,stage4_004841.jpg,train,1,blue,square,field_mixed,none,468,429,104,104,104,9.386,0.00950,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,bbccdfda95079055c8abc6ea52e80679ac5391e435bd095c72a21a7c638fb44d,e1db288d97a3df7436acc693245d7037e57da9e9074dcde3d06ff1957c1b93ae
stage2_006587,stage2,stage2v2_015767.jpg,train,stage2_006587.jpg,train,1,red,square,field_mixed,none,41,93,141,142,142,-17.427,0.01458,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,7058a07be2375291d4f94956de0f127f5dc5a6ec3f9149a2f6fb98ec68f5b2f4,9a172ddbc3384accae944c64af49bdaee09149a052c407796d67ac39a23ebc95
stage3_004105,stage3,stage3v2_001843.jpg,train,stage3_004105.jpg,train,1,red,square,field_mixed,none,306,110,59,59,59,-2.018,0.03187,motion,light,5,102.790,none,normal,none,none,none,none,size_bucket=small;augmentation=light_motion,2c23d3a0fb04d3aa477b76968e31c7ee3790571bd29d92eb2e0fc013deb6a142,1ad7276bcd40bf38466a93449b089dbaef9824e98be8f9e1006ad02dff68c05b
stage3_004106,stage3,stage3v2_005771.jpg,train,stage3_004106.jpg,train,1,blue,square,field_mixed,none,315,41,143,142,143,9.550,0.01188,motion,medium,11,38.883,none,normal,none,none,none,none,size_bucket=medium;augmentation=medium_motion,f5f38eb0761b7324f2f221d38192a171edb0ac8523ed64256c424e38f1a54da7,3ff5329b84ec320bb1c8221772b57764e1cfac60c07621df85118b437276ac1c
stage3_004107,stage3,stage3v2_008336.jpg,train,stage3_004107.jpg,test,1,blue,square,field_mixed,none,40,249,220,216,220,4.229,0.02383,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,c07edaf02abfd7a73a4ab7e1bd4e545a6010d2c370966146099730a65e396e04,432e6d74e8d76aedff25a24558307ecca7994351c8e0baa3b753141140ddb372
stage2_006588,stage2,stage2v2_001895.jpg,train,stage2_006588.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,515b3349d128362e99c191fa4aea40fdfca6eedd8765c999bebb96801d7c78a6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_006589,stage2,stage2v2_010744.jpg,train,stage2_006589.jpg,test,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,16106317d08cd80bb1988e3a275f269e38230c10d11acb891030432e198113b6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004842,stage4,stage4v2_011047.jpg,train,stage4_004842.jpg,train,1,red,square,field_mixed,none,527,302,91,87,91,-3.795,0.02740,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,17f0b38c03b21a60eb22a9cad71c2af3236ee5cda10977cb642f8536cbbeb892,90015d32b4704f380ffc93b40942be495baf0daf0c02508995bfb5836b3188ba
stage4_004843,stage4,stage4v2_001550.jpg,train,stage4_004843.jpg,train,1,red,square,dry_grass,none,6,507,76,74,76,23.261,0.02817,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=medium;augmentation=sunny,ab9e420eba9c9d9d8b1aa1593acfbdd7f8d37f116d7c65c9122d3510a6da1593,c3963c25b3fc42e251d93483a87a432363b2de5098bfb0df13ad2e61c600a5dd
stage2_006590,stage2,stage2v2_014793.jpg,train,stage2_006590.jpg,train,1,blue,square,field_mixed,none,430,389,117,112,117,8.177,0.03074,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,36368764f2fe5808e62d127235dfdc129fecc144ea6629971013d493d58e911d,f1daaf2434900830073e22cb969d15526a5624124363b7c85a2efe7fb4fbad5d
stage4_004844,stage4,stage4v2_010126.jpg,train,stage4_004844.jpg,train,1,red,square,grass,none,123,77,100,103,103,21.696,0.02520,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,f4e367e03bbc56820176e1a3f790f51a3905bd68b8c95f8bf4ed083d3d2b7f2d,07da64024a1490e864bec7da2df2b293fcdfcbbac08a095ab1a1eab6dc7b60c9
stage2_006591,stage2,stage2v2_006527.jpg,train,stage2_006591.jpg,train,1,red,square,dry_grass,none,472,401,92,92,92,2.507,0.00312,none,none,0,0,none,mild_color,none,none,none,none,size_bucket=medium;augmentation=mild_color,0b232a487db06faf7e93de5abdce378419c864a797b6380912b0a366703ddbb0,9b6ed2a7a34acca709b8a0608799a2edca309d9801843e774253ddf905ad8d24
stage1_001563,stage1,stage1_003520.jpg,train,stage1_001563.jpg,train,1,red,square,gray_noise,none,346,144,150,151,151,-0.306,0.00936,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,ae8bdbf5208ce53eae656e7da6b5199b0427cfbfd9fed358cf4b3fcf8fb065e7,fec7ccceaaa9e4112b161c8e6ffb7468fa6a86923a50f364def35335dddbcf0e
stage2_006592,stage2,stage2v2_005732.jpg,train,stage2_006592.jpg,train,1,blue,square,grass,none,42,93,102,100,102,-5.419,0.02436,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,6811ed4c92fc94ebecadbaccfe53b8dfea32030d6e9110ae6a23e4381b7ab2b3,cad15a3410b0ffff9f75338163b0307cd66ff85c56f7aeb3f6cad5567c98c821
stage2_006593,stage2,stage2v2_015477.jpg,train,stage2_006593.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,bbdf1b4c420469b1a5adb8d4af7254734331a2982868885c2944480e139e7652,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_004845,stage4,stage4v2_009036.jpg,train,stage4_004845.jpg,train,1,red,square,soil,none,363,293,90,92,92,-11.706,0.00370,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=medium;augmentation=partial_glare,0150efa9dc0369f9d9cd5993d99ef2d781165c8875a20ccd1ab795b71521992e,4e648ce26db94484e662c71cf047a78b55211b2971021079b65de1dba8bd5b93
stage2_006594,stage2,stage2v2_010481.jpg,train,stage2_006594.jpg,train,1,blue,square,grass,none,424,220,129,129,129,19.151,0.02144,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,99cb4e9879caa43021154dff286622210f41c8e83e7278cac23818b763a523c7,8e48e87d249a20a3bb79f7d400fffc8c2da49723261bfb1e1c69bdd1217c8e79
stage2_006595,stage2,stage2v2_003505.jpg,val,stage2_006595.jpg,train,1,blue,square,field_mixed,none,256,388,125,120,125,-16.040,0.02760,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,cdd656fa733a7f96aac6194d2b7b04934bb866e224ded9ed34b38b5137b3594f,baf208132541996d7ee29f2f2c928f3cca664333a663c814f9799e5a347a492a
stage2_006596,stage2,stage2v2_007205.jpg,val,stage2_006596.jpg,train,1,blue,square,field_mixed,none,69,284,171,175,175,25.963,0.02833,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,6cbcf2e197f05f7d50b39ff374cf71826d3ea834145d910a161bae16788f1d36,3732288348d2263e74e93f64e745ce12dca8b593f514c59d79044ff1f6a1cba2
stage2_006597,stage2,stage2v2_011423.jpg,test,stage2_006597.jpg,val,1,blue,square,grass,none,40,251,130,129,130,-14.727,0.00982,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,ae50e6ebc92cebb2e19e233a73950dd7318dfcb3b85e048f28ef0cb4aeb2ab07,f5a85d062eb8abb7c102cc3cea74c49e37080a8638e17fabcd3958c363b25f06
stage3_004108,stage3,stage3v2_004804.jpg,train,stage3_004108.jpg,train,1,red,square,grass,none,568,409,36,36,36,21.888,0.01149,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=very_small;augmentation=clean,082ebe186d6b6a2ee0f3369dcb64103dbbb48cbc2e34b7b1c03074e9121237a0,7f71af80da7b11affa6a63bc9e910c5089000e73f6f5ed0888b94b4da89989a8
stage3_004109,stage3,stage3v2_009298.jpg,train,stage3_004109.jpg,train,1,red,square,field_mixed,none,505,260,86,87,87,-17.922,0.00559,motion,medium,9,58.177,none,normal,none,none,none,none,size_bucket=medium;augmentation=medium_motion,96a093d48a70e793d82eb58413cff3029bb13177c6a1bb766003928be7d41180,7a20feeceae0e20a88a16f3c5343f347f003e78e41c0d14d70137b6447af470b
stage4_004846,stage4,stage4v2_006001.jpg,val,stage4_004846.jpg,train,1,red,square,soil,none,382,299,69,71,71,-19.921,0.01277,none,none,0,0,sunny,light,none,none,mild_over,none,size_bucket=small;augmentation=sunny,637cfc081bbb662f419d78d1d184264b7f031509a3e02533d6d06e7250e6a404,a3170047db071a58470e6ff1457324c7928d913f9e2051a34883340326093688
